"X","ID","ag","pov_final","genre","mc_calc"
1299,"2014_Hawkins,Paula_TheGirlontheTrain_CT.txt.csv","F","1p","NYT","Y"
1300,"2014_Heller,Peter_ThePainter_CT.txt.csv","M","1p","NYT","Y"
1302,"2014_Hoffman,Alice_TheMuseumofExtraordinaryThings_CT.txt.csv","F","3p","NYT","Y"
1303,"2014_Hoffman,Cara_BeSafeILoveYou_CT.txt.csv","F","3p","NYT","Y"
1304,"2014_Huneven,Michelle_OffCourse_CT.txt.csv","F","3p","NYT","Y"
1305,"2014_Hustvedt,Siri_TheBlazingWorld_CT.txt.csv","F","1p","NYT","Y"
1308,"2014_James,Marlon_ABriefHistoryofSevenKillings_CT.txt.csv","M","1p","NYT","Y"
1309,"2014_Jin,Ha_AMapofBetrayal_CT.txt.csv","M","3p","NYT","Y"
1310,"2014_Jones,Sadie_Fallout_CT.txt.csv","F","3p","NYT","Y"
1311,"2014_Kapoor,Deepti_ABadCharacter_CT.txt.csv","F","1p","NYT","Y"
1312,"2014_Kaysen,Susanna_Cambridge_CT.txt.csv","F","1p","NYT","N"
1314,"2014_King,Stephen_Revival_CT.txt.csv","M","1p","NYT","Y"
1316,"2014_Koch,Herman_SummerHouse_CT.txt.csv","M","1p","NYT","Y"
1317,"2014_Korelitz,JeanHanff_YouShouldHaveKnown_CT.txt.csv","F","3p","NYT","Y"
1318,"2014_Lazar,Zachary_IPitythePoorImmigrant_CT.txt.csv","M","3p","NYT","Y"
1319,"2014_Lee,ChangRae_OnSuchaFullSea_CT.txt.csv","M","3p","NYT","Y"
1320,"2014_Levine,Daniel_Hyde_CT.txt.csv","M","1p","NYT","Y"
1321,"2014_Lish,Atticus_PreparationfortheNextLife_CT.txt.csv","M","3p","NYT","Y"
1322,"2014_Ma,Kathryn_TheYearSheLeftUs_CT.txt.csv","M","1p","NYT","Y"
1323,"2014_Martin,Valerie_TheGhostoftheMaryCeleste_CT.txt.csv","F","1p","NYT","Y"
1324,"2014_Matthiessen,Peter_InParadise_CT.txt.csv","M","3p","NYT","Y"
1325,"2014_Maupin,Armistead_TheDaysofAnnaMadrigal_CT.txt.csv","M","3p","NYT","Y"
1326,"2014_May,Stephen_WakeUpHappy_CT.txt.csv","M","3p","NYT","Y"
1327,"2014_McMurty,Larry_TheLastKindWordsSaloon_CT.txt.csv","M","3p","NYT","Y"
1328,"2014_Mengestu,Dinaw_AllOurNames_CT.txt.csv","M","1p","NYT","Y"
1329,"2014_Miller,Sue_TheArsonist_CT.txt.csv","F","3p","NYT","Y"
1330,"2014_Mirvis,Tova_VisibleCity_CT.txt.csv","F","3p","NYT","Y"
1331,"2014_Mohamed,Nadifa_TheOrchardofLostSouls_CT.txt.csv","F","3p","NYT","Y"
1332,"2014_Moran,Caitlin_HowtoBuildaGirl_CT.txt.csv","F","1p","NYT","Y"
1333,"2014_Morton,Brian_Florence_CT.txt.csv","M","3p","NYT","Y"
1334,"2014_Nesbit,TaraShea_TheWivesofLosAlamos_CT.txt.csv","F","1p","NYT","Y"
1335,"2014_Newman,Sandra_TheCountryofIceCream_CT.txt.csv","F","1p","NYT","Y"
1336,"2014_Nunn,Kem_Chance_CT.txt.csv","M","3p","NYT","Y"
1337,"2014_Offill,Jenny_DeptofSpeculation_CT.txt.csv","F","1p","NYT","N"
1338,"2014_Ohle,David_TheOldReactor_CT.txt.csv","M","3p","NYT","Y"
1339,"2014_Palahniuk,Chuck_BeautifulYou_CT.txt.csv","M","3p","NYT","Y"
1340,"2014_Paull,Laline_TheBees_CT.txt.csv","F","3p","NYT","Y"
1342,"2014_Prose,Francine_LoversattheChameleonClubParis1932_CT.txt.csv","F","1p","NYT","Y"
1343,"2014_Quindlen,Anna_StillLifewithBreadCrumbs_CT.txt.csv","F","3p","NYT","Y"
1344,"2014_Rahman,ZiaHader_IntheLightofWhatWeKnow_CT.txt.csv","M","1p","NYT","Y"
1345,"2014_Rieger,Susan_TheDivorcePapers_CT.txt.csv","F","1p","NYT","Y"
1346,"2014_Savage,Sam_ItWillEndWithUs_CT.txt.csv","M","1p","NYT","Y"
1347,"2014_Segal,Lore_HalftheKingdom_CT.txt.csv","F","3p","NYT","Y"
1348,"2014_Sharma,Akhil_FamilyLife_CT.txt.csv","M","1p","NYT","N"
1349,"2014_Shipstead,Maggie_AstonishMe_CT.txt.csv","F","3p","NYT","Y"
1350,"2014_Simpson,Mona_Casebook_CT.txt.csv","F","1p","NYT","Y"
1351,"2014_Smiley,Jane_SomeLuck_CT.txt.csv","F","3p","NYT","Y"
1352,"2014_Smith,Andrew_GrasshopperJungle_CT.txt.csv","M","1p","NYT","Y"
1353,"2014_Stace,Wesley_Wonderkid_CT.txt.csv","M","1p","NYT","Y"
1354,"2014_StAubyn,Edward_LostforWords_CT.txt.csv","M","3p","NYT","Y"
1355,"2014_Stibbe,Nina_ManattheHelm_CT.txt.csv","F","1p","NYT","Y"
1356,"2014_Tierce,Merritt_LoveMeBack_CT.txt.csv","F","1p","NYT","Y"
1357,"2014_Toews,Miriam_AllMyPunySorrows_CT.txt.csv","F","1p","NYT","N"
1358,"2014_Townsend,Jacinda_SaintMonkey_CT.txt.csv","F","3p","NYT","Y"
1359,"2014_Ullmann,Linn_TheColdSong_CT.txt.csv","F","3p","NYT","Y"
1360,"2014_Venturini,Fred_HeartDoesNotGrowBack_CT.txt.csv","M","1p","NYT","Y"
1361,"2014_Walker,Casey_LastDaysinSHanghai_CT.txt.csv","M","1p","NYT","Y"
1362,"2014_Wood,Naomi_MrsHemingway_CT.txt.csv","F","3p","NYT","Y"
1363,"2014_Wroe,Simon_ChipChop_CT.txt.csv","M","1p","NYT","Y"
1364,"2014_Zink,Nell_TheWallcreeper_CT.txt.csv","F","1p","NYT","Y"
1365,"2015_Ackerman,Elliot_GreenonBlue_CT.txt.csv","M","1p","NYT","Y"
1366,"2015_Albert,Elisa_AfterBirth_CT.txt.csv","F","1p","NYT","Y"
1367,"2015_Benditt,John_TheBoatmaker_CT.txt.csv","M","3p","NYT","Y"
1368,"2015_Blackwood,Scott_SeeHowSmall_CT.txt.csv","M","3p","NYT","Y"
1369,"2015_Christie,Michael_IfIFall_CT.txt.csv","M","3p","NYT","Y"
1370,"2015_Ciment,Jill_ActofGod_CT.txt.csv","F","3p","NYT","Y"
1371,"2015_Costello,Mary_Academy_Street_CT.txt.csv","F","3p","NYT","Y"
1372,"2015_Essbaum,JillAlexander_Hausfrau_CT.txt.csv","F","3p","NYT","Y"
1373,"2015_Fishbane,Joel_The_Thunder_of_Giants_CT.txt.csv","M","3p","NYT","Y"
1374,"2015_Flournoy,Angela_The_Turner_House_CT.txt.csv","F","3p","NYT","Y"
1375,"2015_Freeman,Anna_The_Fair_Fight_CT.txt.csv","F","1p","NYT","N"
1376,"2015_Gattis,Ryan_All_Involved_CT.txt.csv","M","1p","NYT","N"
1377,"2015_Handler,Daniel_WearePirates_CT.txt.csv","M","3p","NYT","Y"
1378,"2015_Hemmings,KauiHart_ThePossibilities_CT.txt.csv","F","1p","NYT","Y"
1379,"2015_Hua,Yu_TheSeventhDay_CT.txt.csv","M","1p","NYT","Y"
1380,"2015_James,Tania_TheTuskthatDid_CT.txt.csv","F","1p","NYT","Y"
1381,"2015_July,Miranda_TheFirstBadMan_CT.txt.csv","F","1p","NYT","Y"
1382,"2015_Kanon,Joseph_LeavingBerlin_CT.txt.csv","M","3p","NYT","Y"
1383,"2015_Knausgaard,Karl_Dancing_in_the_Dark-My_Struggle_CT.txt.csv","M","3p","NYT","Y"
1384,"2015_Metcalf,Ben_AgainsttheCountry_CT.txt.csv","M","1p","NYT","Y"
1385,"2015_Morrison,Toni_God_Help_the_Child_CT.txt.csv","F","1p","NYT","N"
1386,"2015_NguyenThanh,Viet_TheSympathizer_CT.txt.csv","M","1p","NYT","Y"
1387,"2015_Oates,JoyceCarol_TheSacrifice_CT.txt.csv","F","3p","NYT","Y"
1388,"2015_Scotton,Christopher_ScretWisdomoftheEarth_CT.txt.csv","M","1p","NYT","Y"
1389,"2015_Steinhauer,Olen_AlltheOldKnives_CT.txt.csv","M","1p","NYT","Y"
1390,"2015_Treuer,David_Prudence_CT.txt.csv","M","3p","NYT","Y"
1391,"2015_Tyler,Anne_ASpoolofBlueThread_CT.txt.csv","F","3p","NYT","Y"
1392,"2015_Vaillant,John_TheJaguarsChildren_CT.txt.csv","M","1p","NYT","Y"
1393,"2015_VandenBerg,Laura_FindMe_CT.txt.csv","F","1p","NYT","Y"
1394,"2015_Vann,David_Aquarium_CT.txt.csv","M","1p","NYT","Y"
1395,"2015_Yanagihara,Hanya_ALittleLife_CT.txt.csv","F","3p","NYT","Y"
1396,"2015_Yglesias,Rafael_TheWisdomofPerversity_CT.txt.csv","M","3p","NYT","Y"
